"","Label","X0.10.","X10.20.","X20.30.","X30.40.","X40.50.","X50.60.","X60.70.","X70.80.","X80.90.","X90.100.","Cluster","Cor.RPL"
"21","11J1_CD4T_488Coro1A_555RPL10A_D001_03_nucleus_413_656_1_12",0.879154045648321,0.959078197896352,0.981219368406473,0.949209483812523,0.874178315964411,0.76234809975539,0.6218792235925,0.465800874275541,0.30540517621448,0.143757014655795,1,-0.606418162579547
"22","11J1_CD4T_488Coro1A_555RPL10A_D001_03_nucleus_451_607_1_13",0.824072131492746,0.910638446271605,0.975321492577038,0.992733491951279,0.949548864595396,0.842792171558666,0.684709339014227,0.503662693133254,0.320918685798581,0.13871397877689,2,-0.367979403467091
"23","11J1_CD4T_488Coro1A_555RPL10A_D001_03_nucleus_630_120_1_13",0.840658902673435,0.944947396882812,0.99833926588523,1.00563026926967,0.973163968791531,0.894943043820441,0.765639593313184,0.594943228019537,0.396265629796259,0.183533978701119,2,-0.880582734123904
"24","11J1_CD4T_488Coro1A_555RPL10A_D001_03_nucleus_645_880_1_13",0.952732523416817,0.958301236827611,0.985015041593607,1.00052591264499,0.995095555020619,0.931794213398534,0.785532892976579,0.586775373796574,0.371034774550777,0.149898160029589,2,-0.509300841241754
"25","11J1_CD4T_488Coro1A_555RPL10A_D001_03_nucleus_787_449_0_12",0.532847932104839,0.874243916988117,1.00786977095211,0.997212033884707,0.923374914297106,0.810202674050037,0.668525928068107,0.50702041380491,0.333511993552408,0.154183259846007,2,-0.196288601520264
"26","11J1_CD4T_488Coro1A_555RPL10A_D001_03_nucleus_941_44_1_12",0.921209471762575,0.976746304871171,0.998454968671776,1.00241715088519,0.99209713971602,0.956431922445818,0.879259174499594,0.736945252469607,0.517332249685153,0.253903976272623,2,-0.663334673362677
"27","11J1_CD4T_488Coro1A_555RPL10A_D001_04_nucleus_208_593_2_13",0.930843533493284,0.994638335850426,1.00680578739823,0.995174014214063,0.971216429169756,0.90297049905678,0.7745281239195,0.600535182700661,0.397278816769692,0.177823087360247,2,-1.1588912375556
"28","11J1_CD4T_488Coro1A_555RPL10A_D001_04_nucleus_444_315_1_13",0.974221040082682,0.961936813484662,0.955084218602509,0.93263741700493,0.884839324170593,0.811399726999013,0.70788990286888,0.565882003858335,0.385647233050309,0.185268040098796,1,-0.757359285519892
"29","11J1_CD4T_488Coro1A_555RPL10A_D001_04_nucleus_454_545_2_13",0.982027828449002,0.979622940511268,0.981769401914224,0.973978091098796,0.943346139949018,0.875398048062887,0.759428829136093,0.59789476625671,0.39818587411046,0.177958713368404,1,-0.396728117335215
"30","11J1_CD4T_488Coro1A_555RPL10A_D001_04_nucleus_47_569_2_13",0.909503854448064,0.95918321522341,0.990125884137309,1.00083126945508,0.992374582943882,0.95695662108085,0.881575254140783,0.742181448022921,0.523447988993259,0.258261814754745,2,-0.513869818505352
